name,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
THE AXIS,,CCR - [D11],,1758,1/2/2023,1455,1/10/2022, ,https://share.ecoprop.com/THE-AXIS/R065963D,1758,1/2/2023,1455,1/10/2022,1758,half year,1455,no sales,0,NaT,0,NaT,1416,2018,1304,2018,1472,2019,0,no sales,1379,2020,1350,2020,1471,2021,1156,2021,0,no sales,1455,2022,1758,2023,0,no sales
THE AZURE,,CCR - [D04],,0,no sales,1873,1/3/2023, ,https://share.ecoprop.com/THE-AZURE/R065963D,0,no sales,1873,1/3/2023,0,no sales,1873,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1479,2019,0,no sales,1290,2020,0,no sales,1419,2021,0,no sales,1783,2022,0,no sales,1873,2023
THE AZZURO,,OCR - [D15],,1350,1/10/2022,0,no sales, ,https://share.ecoprop.com/THE-AZZURO/R065963D,1350,1/10/2022,0,no sales,1350,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1350,2022,0,no sales,0,no sales,0,no sales
THE BALE,,OCR - [D15],,0,no sales,1375,1/10/2022, ,https://share.ecoprop.com/THE-BALE/R065963D,0,no sales,1375,1/10/2022,0,no sales,1375,no sales,0,no sales,0,NaT,0,no sales,1068,2018,0,no sales,1185,2019,0,no sales,1096,2020,0,no sales,0,no sales,0,no sales,1375,2022,0,no sales,0,no sales
THE BALMORAL,,CCR - [D10],,0,no sales,1949,1/8/2022, ,https://share.ecoprop.com/THE-BALMORAL/R065963D,0,no sales,1949,1/8/2022,0,no sales,1949,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1520,2020,0,no sales,1656,2021,0,no sales,1949,2022,0,no sales,0,no sales
THE BALMORAL SPRING,,CCR - [D10],,0,no sales,2123,1/3/2023, ,https://share.ecoprop.com/THE-BALMORAL-SPRING/R065963D,0,no sales,2123,1/3/2023,0,no sales,2123,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1548,2021,0,no sales,0,no sales,0,no sales,2123,2023
THE BAYCOURT,,OCR - [D16],,0,no sales,1388,1/1/2023, ,https://share.ecoprop.com/THE-BAYCOURT/R065963D,0,no sales,1388,1/1/2023,0,no sales,1388,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1189,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1388,2023
THE BEACON,,RCR - [D02],,1691,1/5/2023,1634,1/3/2023, ,https://share.ecoprop.com/THE-BEACON/R065963D,1691,1/5/2023,1653,1/6/2022,1691,half year,1634,half year,0,NaT,0,NaT,0,no sales,0,no sales,1484,2019,0,no sales,1239,2020,1188,2020,1497,2021,1430,2021,1616,2022,1638,2022,1691,2023,1634,2023
THE BEACON EDGE,,RCR - [D15],,1866,1/5/2023,1109,1/8/2020, ,https://share.ecoprop.com/THE-BEACON-EDGE/R065963D,1866,1/5/2023,1109,1/8/2020,1866,half year,1109,no sales,0,NaT,0,NaT,1548,2018,0,no sales,1462,2019,1091,2019,1468,2020,1109,2020,1713,2021,0,no sales,0,no sales,0,no sales,1866,2023,0,no sales
THE BECCAGAYLE,,OCR - [D15],,0,no sales,1383,1/5/2023, ,https://share.ecoprop.com/THE-BECCAGAYLE/R065963D,0,no sales,1383,1/5/2023,0,no sales,1383,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1113,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1383,2023
THE BELLEFORTE,,RCR - [D12],,0,no sales,1438,1/5/2023, ,https://share.ecoprop.com/THE-BELLEFORTE/R065963D,0,no sales,1438,1/5/2023,0,no sales,1438,half year,0,no sales,0,NaT,0,no sales,1296,2018,0,no sales,979,2019,0,no sales,1250,2020,0,no sales,1347,2021,0,no sales,0,no sales,0,no sales,1438,2023
THE BELMONT,,CCR - [D10],,0,no sales,1935,1/9/2021, ,https://share.ecoprop.com/THE-BELMONT/R065963D,0,no sales,1935,1/9/2021,0,no sales,1935,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1613,2020,0,no sales,1916,2021,0,no sales,0,no sales,0,no sales,0,no sales
THE BELVEDERE,,RCR - [D15],,0,no sales,2177,1/1/2023, ,https://share.ecoprop.com/THE-BELVEDERE/R065963D,0,no sales,2177,1/1/2023,0,no sales,2177,half year,0,no sales,0,NaT,0,no sales,1780,2018,0,no sales,1793,2019,0,no sales,1818,2020,0,no sales,1893,2021,0,no sales,1973,2022,0,no sales,2177,2023
THE BENCOOLEN,,RCR - [D07],,1705,1/5/2023,1519,1/3/2023, ,https://share.ecoprop.com/THE-BENCOOLEN/R065963D,1705,1/5/2023,1519,1/3/2023,1656,half year,1519,half year,0,NaT,0,NaT,0,no sales,0,no sales,1257,2019,0,no sales,1304,2020,1340,2020,1320,2021,1380,2021,1416,2022,1432,2022,1656,2023,1519,2023
THE BENTLY RESIDENCES@KOVAN,,OCR - [D19],,1405,1/3/2022,1514,1/11/2022, ,https://share.ecoprop.com/THE-BENTLY-RESIDENCESKOVAN/R065963D,1631,1/12/2019,1514,1/11/2022,1405,no sales,1514,no sales,0,NaT,0,NaT,1586,2018,0,no sales,1631,2019,1347,2019,0,no sales,1295,2020,1479,2021,1214,2021,1405,2022,1318,2022,0,no sales,0,no sales
THE BERTH BY THE COVE,,CCR - [D04],,0,no sales,1615,1/3/2023, ,https://share.ecoprop.com/THE-BERTH-BY-THE-COVE/R065963D,0,no sales,1790,1/11/2022,0,no sales,1615,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1296,2019,0,no sales,1337,2020,0,no sales,1404,2021,0,no sales,1619,2022,0,no sales,1615,2023
THE BEVERLY,,RCR - [D21],,0,no sales,992,1/4/2023, ,https://share.ecoprop.com/THE-BEVERLY/R065963D,0,no sales,1541,1/4/2022,0,no sales,992,half year,0,no sales,0,NaT,0,no sales,1174,2018,0,no sales,1180,2019,0,no sales,1110,2020,0,no sales,1131,2021,0,no sales,1075,2022,0,no sales,992,2023
THE BLISS,,RCR - [D08],,1356,1/4/2022,0,no sales, ,https://share.ecoprop.com/THE-BLISS/R065963D,1356,1/4/2022,0,no sales,1356,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1356,2022,0,no sales,0,no sales,0,no sales
THE BOTANIC ON LLOYD,,CCR - [D09],,0,no sales,1919,1/1/2022, ,https://share.ecoprop.com/THE-BOTANIC-ON-LLOYD/R065963D,0,no sales,2060,1/8/2020,0,no sales,1919,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2060,2020,0,no sales,1996,2021,0,no sales,1919,2022,0,no sales,0,no sales
THE BOULEVARD RESIDENCE,,CCR - [D10],,0,no sales,2728,1/11/2021, ,https://share.ecoprop.com/THE-BOULEVARD-RESIDENCE/R065963D,0,no sales,2728,1/11/2021,0,no sales,2728,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2350,2020,0,no sales,2642,2021,0,no sales,0,no sales,0,no sales,0,no sales
THE BOUTIQ,,CCR - [D09],,1858,1/11/2021,1890,1/1/2023, ,https://share.ecoprop.com/THE-BOUTIQ/R065963D,2260,1/8/2021,1890,1/1/2023,1858,no sales,1890,half year,0,NaT,0,NaT,0,no sales,0,no sales,2089,2019,0,no sales,2214,2020,0,no sales,2058,2021,1502,2021,0,no sales,1422,2022,0,no sales,1890,2023
THE BROOKS I,,OCR - [D26],,1528,1/6/2022,1256,1/9/2021, ,https://share.ecoprop.com/THE-BROOKS-I/R065963D,1534,1/8/2018,1256,1/9/2021,1528,no sales,1256,no sales,0,NaT,0,NaT,1456,2018,1225,2018,0,no sales,1223,2019,1483,2020,0,no sales,1413,2021,1180,2021,1510,2022,0,no sales,0,no sales,0,no sales
THE BROOKS II,,OCR - [D26],,1528,1/11/2022,1085,1/4/2021, ,https://share.ecoprop.com/THE-BROOKS-II/R065963D,1528,1/11/2022,1179,1/5/2019,1528,no sales,1085,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1179,2019,0,no sales,1117,2020,1375,2021,1111,2021,1528,2022,0,no sales,0,no sales,0,no sales
THE CALLISTA,,RCR - [D12],,1199,1/4/2021,1240,1/4/2023, ,https://share.ecoprop.com/THE-CALLISTA/R065963D,1199,1/4/2021,1240,1/4/2023,1199,no sales,1240,half year,0,NaT,0,NaT,1064,2018,1013,2018,1054,2019,1004,2019,0,no sales,1059,2020,1199,2021,1073,2021,0,no sales,1161,2022,0,no sales,1240,2023
THE CALYPSO,,OCR - [D16],,1505,1/11/2021,1327,1/5/2022, ,https://share.ecoprop.com/THE-CALYPSO/R065963D,1505,1/11/2021,1327,1/5/2022,1505,no sales,1327,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1060,2019,0,no sales,0,no sales,1108,2020,1386,2021,0,no sales,0,no sales,1327,2022,0,no sales,0,no sales
THE CAPE,,RCR - [D15],,1995,1/8/2022,1730,1/10/2021, ,https://share.ecoprop.com/THE-CAPE/R065963D,2119,1/7/2022,1767,1/5/2021,1995,no sales,1730,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1646,2019,0,no sales,0,no sales,1710,2020,1722,2021,1748,2021,2057,2022,0,no sales,0,no sales,0,no sales
THE CAPRI,,CCR - [D10],,1669,1/5/2021,1716,1/7/2022, ,https://share.ecoprop.com/THE-CAPRI/R065963D,1701,1/9/2020,1716,1/7/2022,1669,no sales,1716,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1701,2020,0,no sales,1630,2021,0,no sales,0,no sales,1475,2022,0,no sales,0,no sales
THE CASSANDRA,,RCR - [D05],,0,no sales,1198,1/5/2023, ,https://share.ecoprop.com/THE-CASSANDRA/R065963D,0,no sales,1238,1/2/2020,0,no sales,1198,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1153,2020,0,no sales,1170,2021,0,no sales,0,no sales,0,no sales,1198,2023
THE CENTREN,,RCR - [D14],,1123,1/2/2021,1229,1/8/2022, ,https://share.ecoprop.com/THE-CENTREN/R065963D,1123,1/2/2021,1229,1/8/2022,1123,no sales,1229,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1123,2021,0,no sales,0,no sales,1202,2022,0,no sales,0,no sales
THE CENTREPOINT,,CCR - [D09],,2869,1/5/2023,2600,1/3/2023, ,https://share.ecoprop.com/THE-CENTREPOINT/R065963D,2869,1/5/2023,2600,1/3/2023,2844,half year,2600,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,2557,2019,2558,2020,2600,2020,2869,2021,0,no sales,0,no sales,0,no sales,2844,2023,2600,2023
THE CENTRIO,,RCR - [D12],,1662,1/5/2023,1493,1/12/2021, ,https://share.ecoprop.com/THE-CENTRIO/R065963D,1662,1/5/2023,1493,1/12/2021,1662,half year,1493,no sales,0,NaT,0,NaT,1511,2018,0,no sales,0,no sales,1294,2019,1455,2020,1311,2020,1511,2021,1441,2021,1620,2022,0,no sales,1662,2023,0,no sales
THE CENTRIS,,OCR - [D22],,1420,1/4/2023,1364,1/4/2023, ,https://share.ecoprop.com/THE-CENTRIS/R065963D,1420,1/4/2023,1381,1/3/2023,1394,half year,1329,half year,0,NaT,0,NaT,1200,2018,1057,2018,1176,2019,1109,2019,1181,2020,1107,2020,1194,2021,1110,2021,1284,2022,1168,2022,1394,2023,1329,2023
THE CHAMPAGNE,,OCR - [D14],,0,no sales,1034,1/2/2021, ,https://share.ecoprop.com/THE-CHAMPAGNE/R065963D,0,no sales,1107,1/10/2019,0,no sales,1034,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,995,2019,0,no sales,862,2020,0,no sales,1034,2021,0,no sales,0,no sales,0,no sales,0,no sales
THE CHERRYWOOD,,OCR - [D15],,1274,1/1/2021,0,no sales, ,https://share.ecoprop.com/THE-CHERRYWOOD/R065963D,1274,1/1/2021,0,no sales,1274,no sales,0,no sales,0,NaT,0,no sales,1220,2018,0,no sales,0,no sales,0,no sales,1266,2020,0,no sales,1274,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
THE CHUAN,,OCR - [D19],,1794,1/11/2022,1870,1/8/2022, ,https://share.ecoprop.com/THE-CHUAN/R065963D,1794,1/11/2022,1887,1/7/2022,1794,no sales,1870,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1623,2019,1460,2019,1464,2020,1487,2020,1708,2021,1632,2021,1702,2022,1794,2022,0,no sales,0,no sales
THE CITRINE,,RCR - [D12],,1438,1/2/2022,1480,1/4/2023, ,https://share.ecoprop.com/THE-CITRINE/R065963D,1438,1/2/2022,1480,1/4/2023,1438,no sales,1480,half year,0,NaT,0,NaT,0,no sales,1245,2018,1284,2019,0,no sales,1315,2020,0,no sales,1288,2021,1336,2021,1438,2022,1406,2022,0,no sales,1480,2023
THE CITRON RESIDENCES,,RCR - [D08],,1843,1/5/2023,0,no sales, ,https://share.ecoprop.com/THE-CITRON-RESIDENCES/R065963D,1843,1/5/2023,0,no sales,1775,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1497,2020,0,no sales,1706,2021,0,no sales,1717,2022,0,no sales,1775,2023,0,no sales
THE CLAYMORE,,CCR - [D09],,0,no sales,3097,1/8/2022, ,https://share.ecoprop.com/THE-CLAYMORE/R065963D,0,no sales,3456,1/4/2020,0,no sales,3097,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2927,2019,0,no sales,2951,2020,0,no sales,0,no sales,0,no sales,3220,2022,0,no sales,0,no sales
THE CLEMENT CANOPY,,OCR - [D05],,2002,1/5/2023,1823,1/5/2023, ,https://share.ecoprop.com/THE-CLEMENT-CANOPY/R065963D,2002,1/5/2023,1858,1/1/2023,1823,half year,1780,half year,0,NaT,0,NaT,0,no sales,0,no sales,1731,2019,1551,2019,0,no sales,1487,2020,1692,2021,1546,2021,1744,2022,1690,2022,1823,2023,1780,2023
THE CLIFT,,CCR - [D01],,2032,1/2/2023,0,no sales, ,https://share.ecoprop.com/THE-CLIFT/R065963D,2095,1/4/2021,0,no sales,1875,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1901,2019,0,no sales,1889,2020,0,no sales,1935,2021,0,no sales,1891,2022,0,no sales,1875,2023,0,no sales
THE COAST AT SENTOSA COVE,,CCR - [D04],,0,no sales,1897,1/2/2023, ,https://share.ecoprop.com/THE-COAST-AT-SENTOSA-COVE/R065963D,0,no sales,1897,1/2/2023,0,no sales,1790,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1640,2019,0,no sales,1418,2020,0,no sales,1533,2021,0,no sales,1700,2022,0,no sales,1790,2023
THE CONTINUUM,,RCR - [D15],Nov-27,0,NaT,0,NaT, ,https://share.ecoprop.com/THE-CONTINUUM/R065963D,2934,1/5/2023,2972,1/5/2023,2714,half year,2777,half year,2934,1/5/2023,2972,1/5/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2714,2023,2777,2023
THE CORNWALL,,CCR - [D10],,2224,1/12/2022,1717,1/11/2022, ,https://share.ecoprop.com/THE-CORNWALL/R065963D,2224,1/12/2022,2104,1/8/2022,2224,no sales,1717,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1892,2019,1714,2020,1775,2020,1586,2021,1902,2021,2221,2022,1782,2022,0,no sales,0,no sales
THE COSMOPOLITAN,,CCR - [D09],,0,no sales,2454,1/2/2023, ,https://share.ecoprop.com/THE-COSMOPOLITAN/R065963D,0,no sales,2644,1/11/2022,0,no sales,2489,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2386,2019,0,no sales,2316,2020,0,no sales,2364,2021,0,no sales,2473,2022,0,no sales,2489,2023
THE COTZ,,OCR - [D15],,1557,1/3/2023,1151,1/2/2023, ,https://share.ecoprop.com/THE-COTZ/R065963D,1557,1/3/2023,1151,1/2/2023,1557,half year,1151,half year,0,NaT,0,NaT,1343,2018,0,no sales,1339,2019,1013,2019,1394,2020,0,no sales,1428,2021,0,no sales,1373,2022,0,no sales,1557,2023,1151,2023
THE COURTYARD,,OCR - [D19],,0,no sales,1263,1/8/2022, ,https://share.ecoprop.com/THE-COURTYARD/R065963D,0,no sales,1263,1/8/2022,0,no sales,1263,no sales,0,no sales,0,NaT,0,no sales,1125,2018,0,no sales,0,no sales,0,no sales,1124,2020,0,no sales,1132,2021,0,no sales,1263,2022,0,no sales,0,no sales
THE CREST,,RCR - [D03],TOP Obtained,2101,1/12/2022,1918,1/3/2023, ,https://share.ecoprop.com/THE-CREST/R065963D,2283,1/12/2019,2247,1/11/2019,2101,no sales,1884,half year,0,NaT,0,NaT,0,no sales,0,no sales,2082,2019,2019,2019,1992,2020,1937,2020,1878,2021,1921,2021,2071,2022,1902,2022,0,no sales,1884,2023
THE CRISTALLO,,OCR - [D15],,1682,1/5/2023,1236,1/4/2022, ,https://share.ecoprop.com/THE-CRISTALLO/R065963D,1682,1/5/2023,1236,1/4/2022,1596,half year,1236,no sales,0,NaT,0,NaT,1414,2018,0,no sales,0,no sales,0,no sales,1328,2020,0,no sales,1317,2021,986,2021,1443,2022,1202,2022,1596,2023,0,no sales
THE DAFFODIL,,OCR - [D16],,1379,1/12/2022,0,no sales, ,https://share.ecoprop.com/THE-DAFFODIL/R065963D,1379,1/12/2022,0,no sales,1379,no sales,0,no sales,0,NaT,0,no sales,1194,2018,0,no sales,1187,2019,0,no sales,0,no sales,0,no sales,1193,2021,0,no sales,1335,2022,0,no sales,0,no sales,0,no sales
THE DAIRY FARM,,OCR - [D23],,0,no sales,1639,1/2/2023, ,https://share.ecoprop.com/THE-DAIRY-FARM/R065963D,0,no sales,1639,1/2/2023,0,no sales,1639,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1185,2019,0,no sales,1160,2020,0,no sales,1296,2021,0,no sales,1418,2022,0,no sales,1639,2023
THE DIAMOND,,RCR - [D14],,1068,1/6/2018,0,no sales, ,https://share.ecoprop.com/THE-DIAMOND/R065963D,1068,1/6/2018,0,no sales,1068,no sales,0,no sales,0,NaT,0,no sales,1068,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
THE DOMAIN,,OCR - [D15],,0,no sales,1093,1/1/2021, ,https://share.ecoprop.com/THE-DOMAIN/R065963D,0,no sales,1093,1/1/2021,0,no sales,1093,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1089,2019,0,no sales,0,no sales,0,no sales,1093,2021,0,no sales,0,no sales,0,no sales,0,no sales
THE DRAYCOTT,,CCR - [D10],,0,no sales,1942,1/4/2022, ,https://share.ecoprop.com/THE-DRAYCOTT/R065963D,0,no sales,2010,1/3/2022,0,no sales,1942,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1706,2019,0,no sales,1547,2020,0,no sales,1868,2021,0,no sales,1976,2022,0,no sales,0,no sales
THE EASTSIDE,,RCR - [D15],,0,no sales,1927,1/4/2023, ,https://share.ecoprop.com/THE-EASTSIDE/R065963D,0,no sales,1927,1/4/2023,0,no sales,1927,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1826,2022,0,no sales,1927,2023
THE EBONY,,OCR - [D14],,1716,1/5/2023,0,no sales, ,https://share.ecoprop.com/THE-EBONY/R065963D,1716,1/5/2023,0,no sales,1716,half year,0,no sales,0,NaT,0,no sales,1464,2018,0,no sales,1179,2019,0,no sales,1450,2020,0,no sales,1566,2021,0,no sales,1612,2022,0,no sales,1716,2023,0,no sales
THE EDGE ON CAIRNHILL,,CCR - [D09],,0,no sales,2348,1/2/2023, ,https://share.ecoprop.com/THE-EDGE-ON-CAIRNHILL/R065963D,0,no sales,2348,1/2/2023,0,no sales,2341,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1881,2019,0,no sales,0,no sales,0,no sales,2018,2021,0,no sales,2322,2022,0,no sales,2341,2023
THE EDGEWATER,,OCR - [D17],,1167,1/3/2023,796,1/7/2022, ,https://share.ecoprop.com/THE-EDGEWATER/R065963D,1167,1/3/2023,929,1/1/2022,1167,half year,796,no sales,0,NaT,0,NaT,0,no sales,730,2018,0,no sales,595,2019,888,2020,859,2020,0,no sales,806,2021,1072,2022,862,2022,1167,2023,0,no sales
THE ELEGANCE @ CHANGI,,RCR - [D15],,0,no sales,888,1/11/2021, ,https://share.ecoprop.com/THE-ELEGANCE-CHANGI/R065963D,0,no sales,1087,1/3/2021,0,no sales,888,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,988,2021,0,no sales,0,no sales,0,no sales,0,no sales
THE ELEMENT @ STEVENS,,CCR - [D10],,0,no sales,1786,1/11/2021, ,https://share.ecoprop.com/THE-ELEMENT-STEVENS/R065963D,0,no sales,1786,1/11/2021,0,no sales,1786,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1786,2021,0,no sales,0,no sales,0,no sales,0,no sales
THE ELYSIA,,RCR - [D12],,1164,1/3/2023,947,1/11/2020, ,https://share.ecoprop.com/THE-ELYSIA/R065963D,1164,1/3/2023,1017,1/8/2019,1164,half year,947,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1008,2019,1017,2019,1044,2020,916,2020,0,no sales,0,no sales,1145,2022,0,no sales,1164,2023,0,no sales
THE ENCLAVE . HOLLAND,,CCR - [D10],,0,NaT,0,NaT, ,https://share.ecoprop.com/THE-ENCLAVE-.-HOLLAND/R065963D,2475,1/8/2019,2094,1/2/2020,1850,no sales,1851,no sales,1850,1/3/2020,1851,1/3/2020,0,no sales,0,no sales,2471,2019,0,no sales,2081,2020,1906,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
THE EQUATORIAL,,CCR - [D10],,0,no sales,2184,1/12/2022, ,https://share.ecoprop.com/THE-EQUATORIAL/R065963D,0,no sales,2184,1/12/2022,0,no sales,2184,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1611,2020,0,no sales,1892,2021,0,no sales,2005,2022,0,no sales,0,no sales
THE ESPIRA,,OCR - [D15],,1351,1/10/2022,1387,1/3/2023, ,https://share.ecoprop.com/THE-ESPIRA/R065963D,1351,1/10/2022,1387,1/3/2023,1351,no sales,1387,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1124,2019,0,no sales,0,no sales,0,no sales,1221,2021,1351,2022,1375,2022,0,no sales,1387,2023
THE ESSENCE,,OCR - [D26],Dec-21,0,NaT,0,NaT, ,https://share.ecoprop.com/THE-ESSENCE/R065963D,1505,1/9/2020,1361,1/11/2020,1377,no sales,1078,no sales,1377,1/9/2021,1078,1/9/2021,0,no sales,0,no sales,1390,2019,1238,2019,1360,2020,1277,2020,1418,2021,1160,2021,0,no sales,0,no sales,0,no sales,0,no sales
THE ESTIVA,,RCR - [D05],,1460,1/5/2022,1249,1/7/2022, ,https://share.ecoprop.com/THE-ESTIVA/R065963D,1460,1/5/2022,1335,1/8/2021,1460,no sales,1249,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1049,2019,0,no sales,0,no sales,0,no sales,1323,2021,1460,2022,1249,2022,0,no sales,0,no sales
THE FLORENCE RESIDENCES,,OCR - [D19],Mar-24,1880,1/5/2023,1880,1/5/2023, ,https://share.ecoprop.com/THE-FLORENCE-RESIDENCES/R065963D,2106,1/7/2022,1869,1/3/2022,1777,half year,1741,half year,1785,1/8/2022,1559,1/9/2022,0,no sales,0,no sales,1458,2019,1396,2019,1554,2020,1472,2020,1705,2021,1564,2021,1819,2022,1640,2022,1777,2023,1741,2023
THE FLORENTINE,,OCR - [D19],,1305,1/9/2022,1105,1/10/2022, ,https://share.ecoprop.com/THE-FLORENTINE/R065963D,1305,1/9/2022,1185,1/12/2021,1305,no sales,1105,no sales,0,NaT,0,NaT,0,no sales,1062,2018,0,no sales,997,2019,0,no sales,0,no sales,0,no sales,1044,2021,1305,2022,1105,2022,0,no sales,0,no sales
THE FOLIAGE,,RCR - [D05],,1431,1/4/2022,1353,1/11/2022, ,https://share.ecoprop.com/THE-FOLIAGE/R065963D,1470,1/12/2020,1353,1/11/2022,1431,no sales,1353,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1181,2019,1388,2020,1168,2020,1404,2021,1246,2021,1431,2022,1353,2022,0,no sales,0,no sales
THE FORD @ HOLLAND,,CCR - [D10],,2021,1/10/2022,2101,1/9/2022, ,https://share.ecoprop.com/THE-FORD-HOLLAND/R065963D,2096,1/11/2019,2101,1/9/2022,2021,no sales,2101,no sales,0,NaT,0,NaT,0,no sales,0,no sales,2096,2019,1880,2019,0,no sales,1624,2020,1920,2021,1548,2021,2021,2022,2101,2022,0,no sales,0,no sales
THE GARDEN RESIDENCES,,OCR - [D19],Aug-22,1727,1/5/2023,1813,1/4/2022, ,https://share.ecoprop.com/THE-GARDEN-RESIDENCES/R065963D,1889,1/11/2022,1813,1/4/2022,1739,half year,1813,no sales,1599,1/3/2021,1506,1/5/2021,1624,2018,1721,2018,1547,2019,1529,2019,1601,2020,1534,2020,1698,2021,1557,2021,1786,2022,1813,2022,1739,2023,0,no sales
THE GERANIUM,,RCR - [D15],,1325,1/9/2022,1069,1/11/2021, ,https://share.ecoprop.com/THE-GERANIUM/R065963D,1394,1/6/2022,1099,1/7/2021,1325,no sales,1069,no sales,0,NaT,0,NaT,1155,2018,0,no sales,1111,2019,0,no sales,1092,2020,0,no sales,1230,2021,1063,2021,1286,2022,0,no sales,0,no sales,0,no sales
THE GLACIER,,OCR - [D15],,0,no sales,1342,1/1/2022, ,https://share.ecoprop.com/THE-GLACIER/R065963D,0,no sales,1342,1/1/2022,0,no sales,1342,no sales,0,no sales,0,NaT,0,no sales,1166,2018,0,no sales,1019,2019,0,no sales,1095,2020,0,no sales,1056,2021,0,no sales,1342,2022,0,no sales,0,no sales
THE GLYNDEBOURNE,,CCR - [D11],,1814,1/8/2020,1940,1/11/2022, ,https://share.ecoprop.com/THE-GLYNDEBOURNE/R065963D,1814,1/8/2020,2338,1/11/2021,1814,no sales,1940,no sales,0,NaT,0,NaT,0,no sales,2067,2018,1771,2019,2032,2019,1814,2020,2122,2020,0,no sales,2053,2021,0,no sales,2042,2022,0,no sales,0,no sales
THE GRANDHILL,,RCR - [D05],,1404,1/9/2021,956,1/10/2022, ,https://share.ecoprop.com/THE-GRANDHILL/R065963D,1404,1/9/2021,1509,1/3/2022,1404,no sales,956,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1404,2021,1344,2021,0,no sales,1285,2022,0,no sales,0,no sales
