name,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
ASPEN LOFT,,RCR - [D15],,0,no sales,1194,1/4/2022, ,https://share.ecoprop.com/ASPEN-LOFT/R065963D,0,no sales,1239,1/8/2021,0,no sales,1194,no sales,0,no sales,0,NaT,0,no sales,1046,2018,0,no sales,0,no sales,0,no sales,1021,2020,0,no sales,1113,2021,0,no sales,1092,2022,0,no sales,0,no sales
ASTON LODGE,,RCR - [D14],,951,1/8/2021,0,no sales, ,https://share.ecoprop.com/ASTON-LODGE/R065963D,951,1/8/2021,0,no sales,951,no sales,0,no sales,0,NaT,0,no sales,753,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,909,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
ASTON MANSIONS,,RCR - [D14],,0,no sales,999,1/9/2022, ,https://share.ecoprop.com/ASTON-MANSIONS/R065963D,0,no sales,1174,1/7/2022,0,no sales,999,no sales,0,no sales,0,NaT,0,no sales,883,2018,0,no sales,861,2019,0,no sales,888,2020,0,no sales,916,2021,0,no sales,1013,2022,0,no sales,0,no sales
ASTOR,,OCR - [D14],,1073,1/10/2022,1018,1/12/2022, ,https://share.ecoprop.com/ASTOR/R065963D,1073,1/10/2022,1018,1/12/2022,1073,no sales,1018,no sales,0,NaT,0,NaT,906,2018,808,2018,888,2019,816,2019,892,2020,819,2020,902,2021,984,2021,1073,2022,982,2022,0,no sales,0,no sales
ASTRIDVILLE,,CCR - [D10],,0,no sales,1573,1/5/2022, ,https://share.ecoprop.com/ASTRIDVILLE/R065963D,0,no sales,1573,1/5/2022,0,no sales,1573,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1349,2021,0,no sales,1573,2022,0,no sales,0,no sales
ATLASSIA,,RCR - [D15],Nov-25,0,NaT,0,NaT, ,https://share.ecoprop.com/ATLASSIA/R065963D,2206,1/8/2022,2078,1/11/2022,2206,no sales,2036,half year,2206,1/8/2022,2036,1/1/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2123,2022,1974,2022,0,no sales,2036,2023
ATRIUM RESIDENCES,,RCR - [D14],,1314,1/6/2022,1264,1/2/2023, ,https://share.ecoprop.com/ATRIUM-RESIDENCES/R065963D,1314,1/6/2022,1271,1/2/2022,1314,no sales,1264,half year,0,NaT,0,NaT,1102,2018,997,2018,1151,2019,1087,2019,0,no sales,891,2020,1130,2021,1029,2021,1314,2022,1235,2022,0,no sales,1264,2023
ATTITUDE AT KIM YAM,,CCR - [D09],,2188,1/4/2021,0,no sales, ,https://share.ecoprop.com/ATTITUDE-AT-KIM-YAM/R065963D,2188,1/4/2021,0,no sales,2188,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1749,2020,0,no sales,2188,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
AURA 83,,RCR - [D15],,1559,1/4/2023,1501,1/11/2022, ,https://share.ecoprop.com/AURA-83/R065963D,1683,1/12/2022,1501,1/11/2022,1559,half year,1501,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1464,2020,1190,2020,1481,2021,1474,2021,1683,2022,1324,2022,1559,2023,0,no sales
AURALIS,,OCR - [D15],,1535,1/6/2022,1413,1/10/2019, ,https://share.ecoprop.com/AURALIS/R065963D,1560,1/8/2018,1413,1/10/2019,1535,no sales,1413,no sales,0,NaT,0,NaT,1560,2018,0,no sales,0,no sales,1413,2019,1456,2020,0,no sales,1526,2021,0,no sales,1535,2022,0,no sales,0,no sales,0,no sales
AVA TOWERS,,RCR - [D12],,0,no sales,1292,1/4/2023, ,https://share.ecoprop.com/AVA-TOWERS/R065963D,0,no sales,1330,1/4/2022,0,no sales,1292,half year,0,no sales,0,NaT,0,no sales,1038,2018,0,no sales,1102,2019,0,no sales,0,no sales,0,no sales,1188,2021,0,no sales,1294,2022,0,no sales,1292,2023
AVALON,,CCR - [D10],,0,no sales,2338,1/11/2022, ,https://share.ecoprop.com/AVALON/R065963D,0,no sales,2338,1/11/2022,0,no sales,2338,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1871,2020,0,no sales,1912,2021,0,no sales,2119,2022,0,no sales,0,no sales
AVANT RESIDENCES,,RCR - [D14],,1703,1/4/2023,0,no sales, ,https://share.ecoprop.com/AVANT-RESIDENCES/R065963D,1826,1/6/2018,0,no sales,1703,half year,0,no sales,0,NaT,0,no sales,1594,2018,0,no sales,1495,2019,0,no sales,0,no sales,0,no sales,1018,2021,0,no sales,0,no sales,0,no sales,1703,2023,0,no sales
AVENUE SOUTH RESIDENCE,,RCR - [D03],Q4 2023,2418,1/4/2023,2418,1/4/2023, ,https://share.ecoprop.com/AVENUE-SOUTH-RESIDENCE/R065963D,2623,1/5/2022,2414,1/3/2022,2242,half year,1956,no sales,2620,1/9/2022,1956,1/9/2022,0,no sales,0,no sales,1985,2019,1883,2019,2077,2020,1970,2020,2257,2021,2058,2021,2440,2022,2190,2022,2242,2023,0,no sales
AVON PARK,,RCR - [D13],,0,no sales,1420,1/10/2020, ,https://share.ecoprop.com/AVON-PARK/R065963D,0,no sales,1470,1/4/2020,0,no sales,1420,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1230,2019,0,no sales,1423,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
AXIS @ SIGLAP,,OCR - [D15],,1565,1/9/2022,1228,1/3/2023, ,https://share.ecoprop.com/AXIS-SIGLAP/R065963D,1565,1/9/2022,1399,1/7/2021,1565,no sales,1228,half year,0,NaT,0,NaT,1378,2018,818,2018,1414,2019,0,no sales,0,no sales,1112,2020,1519,2021,1047,2021,1565,2022,956,2022,0,no sales,1228,2023
AZALEA PARK CONDOMINIUM,,OCR - [D17],,1032,1/5/2023,1148,1/5/2023, ,https://share.ecoprop.com/AZALEA-PARK-CONDOMINIUM/R065963D,1044,1/7/2022,1149,1/9/2022,1025,half year,1106,half year,0,NaT,0,NaT,929,2018,866,2018,905,2019,921,2019,0,no sales,834,2020,965,2021,887,2021,1041,2022,1016,2022,1025,2023,1106,2023
BALCON EAST,,OCR - [D16],,1464,1/7/2022,1331,1/3/2023, ,https://share.ecoprop.com/BALCON-EAST/R065963D,1464,1/7/2022,1410,1/2/2023,1464,no sales,1370,half year,0,NaT,0,NaT,0,no sales,0,no sales,1274,2019,0,no sales,1145,2020,1185,2020,0,no sales,0,no sales,1464,2022,0,no sales,0,no sales,1370,2023
BALESTIER 288,,RCR - [D12],,1129,1/6/2021,1069,1/3/2022, ,https://share.ecoprop.com/BALESTIER-288/R065963D,1129,1/6/2021,1069,1/3/2022,1129,no sales,1069,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1129,2021,0,no sales,0,no sales,1069,2022,0,no sales,0,no sales
BALESTIER PLAZA,,RCR - [D12],,0,no sales,1177,1/4/2021, ,https://share.ecoprop.com/BALESTIER-PLAZA/R065963D,0,no sales,1177,1/4/2021,0,no sales,1177,no sales,0,no sales,0,NaT,0,no sales,1024,2018,0,no sales,1090,2019,0,no sales,1066,2020,0,no sales,1130,2021,0,no sales,0,no sales,0,no sales,0,no sales
BALESTIER POINT,,RCR - [D12],,1110,1/11/2020,1081,1/9/2021, ,https://share.ecoprop.com/BALESTIER-POINT/R065963D,1110,1/11/2020,1157,1/4/2021,1110,no sales,1081,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1110,2020,0,no sales,0,no sales,1113,2021,0,no sales,0,no sales,0,no sales,0,no sales
BALMORAL 8,,CCR - [D10],,0,no sales,2173,1/7/2022, ,https://share.ecoprop.com/BALMORAL-8/R065963D,0,no sales,2173,1/7/2022,0,no sales,2173,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1818,2019,0,no sales,1937,2020,0,no sales,1891,2021,0,no sales,2173,2022,0,no sales,0,no sales
BALMORAL CREST,,CCR - [D10],,0,no sales,2004,1/8/2022, ,https://share.ecoprop.com/BALMORAL-CREST/R065963D,0,no sales,2004,1/8/2022,0,no sales,2004,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1794,2021,0,no sales,1904,2022,0,no sales,0,no sales
BALMORAL HEIGHTS,,CCR - [D10],,2323,1/3/2023,2082,1/6/2022, ,https://share.ecoprop.com/BALMORAL-HEIGHTS/R065963D,2323,1/3/2023,2082,1/6/2022,2323,half year,2082,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1884,2019,1907,2020,1771,2020,1909,2021,1857,2021,0,no sales,2082,2022,2323,2023,0,no sales
BALMORAL HILLS,,CCR - [D10],,0,no sales,2305,1/1/2023, ,https://share.ecoprop.com/BALMORAL-HILLS/R065963D,0,no sales,2358,1/7/2022,0,no sales,2305,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1719,2019,0,no sales,2034,2020,0,no sales,2058,2021,0,no sales,2358,2022,0,no sales,2305,2023
BALMORAL PLAZA,,CCR - [D10],,0,no sales,1303,1/8/2019, ,https://share.ecoprop.com/BALMORAL-PLAZA/R065963D,0,no sales,1303,1/8/2019,0,no sales,1303,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1303,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
BALMORAL POINT,,CCR - [D10],,0,no sales,1754,1/11/2021, ,https://share.ecoprop.com/BALMORAL-POINT/R065963D,0,no sales,1754,1/11/2021,0,no sales,1754,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1754,2021,0,no sales,0,no sales,0,no sales,0,no sales
BALMORAL RESIDENCES,,CCR - [D10],,0,no sales,1976,1/11/2022, ,https://share.ecoprop.com/BALMORAL-RESIDENCES/R065963D,0,no sales,2225,1/8/2022,0,no sales,1976,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1938,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2080,2022,0,no sales,0,no sales
BALMORAL TOWER,,CCR - [D10],,0,no sales,1602,1/10/2019, ,https://share.ecoprop.com/BALMORAL-TOWER/R065963D,0,no sales,1602,1/10/2019,0,no sales,1602,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1602,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
BALMY COURT,,RCR - [D14],,1006,1/12/2020,1054,1/4/2022, ,https://share.ecoprop.com/BALMY-COURT/R065963D,1006,1/12/2020,1054,1/4/2022,1006,no sales,1054,no sales,0,NaT,0,NaT,0,no sales,871,2018,0,no sales,855,2019,1006,2020,876,2020,0,no sales,743,2021,0,no sales,1054,2022,0,no sales,0,no sales
BANYAN CONDOMINIUM,,RCR - [D05],,0,no sales,1188,1/5/2022, ,https://share.ecoprop.com/BANYAN-CONDOMINIUM/R065963D,0,no sales,1252,1/5/2021,0,no sales,1188,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1239,2019,0,no sales,0,no sales,0,no sales,1252,2021,0,no sales,1210,2022,0,no sales,0,no sales
BARTLEY RESIDENCES,,OCR - [D19],,1689,1/5/2023,1689,1/5/2023, ,https://share.ecoprop.com/BARTLEY-RESIDENCES/R065963D,1739,1/3/2023,1708,1/4/2023,1657,half year,1584,half year,0,NaT,0,NaT,1452,2018,1321,2018,1419,2019,1298,2019,1453,2020,1256,2020,1411,2021,1329,2021,1526,2022,1459,2022,1657,2023,1584,2023
BARTLEY VUE,,RCR - [D19],Jul-26,0,NaT,0,NaT, ,https://share.ecoprop.com/BARTLEY-VUE/R065963D,2205,1/12/2022,1950,1/3/2023,1972,half year,1881,half year,1972,1/2/2023,1895,1/5/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1910,2021,1821,2021,1996,2022,1824,2022,1972,2023,1881,2023
BASSEIN COURT,,CCR - [D11],,0,no sales,1465,1/8/2021, ,https://share.ecoprop.com/BASSEIN-COURT/R065963D,0,no sales,1465,1/8/2021,0,no sales,1465,no sales,0,no sales,0,NaT,0,no sales,1429,2018,0,no sales,1429,2019,0,no sales,0,no sales,0,no sales,1430,2021,0,no sales,0,no sales,0,no sales,0,no sales
BAYOU RESIDENCE,,OCR - [D19],,1273,1/8/2022,911,1/4/2022, ,https://share.ecoprop.com/BAYOU-RESIDENCE/R065963D,1273,1/8/2022,969,1/6/2018,1273,no sales,911,no sales,0,NaT,0,NaT,1028,2018,969,2018,1046,2019,0,no sales,0,no sales,0,no sales,1179,2021,917,2021,1273,2022,911,2022,0,no sales,0,no sales
BAYWIND RESIDENCES,,OCR - [D15],Q4 2025,0,NaT,0,NaT, ,https://share.ecoprop.com/BAYWIND-RESIDENCES/R065963D,2196,1/4/2023,2172,1/5/2023,2160,half year,2119,half year,2175,1/5/2023,2172,1/5/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2144,2022,2049,2022,2160,2023,2119,2023
BEAUFORT ON NASSIM,,CCR - [D10],,0,no sales,2842,1/10/2021, ,https://share.ecoprop.com/BEAUFORT-ON-NASSIM/R065963D,0,no sales,2842,1/10/2021,0,no sales,2842,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2532,2021,0,no sales,0,no sales,0,no sales,0,no sales
BEAUTY WORLD CENTRE,,RCR - [D21],,0,no sales,995,1/6/2022, ,https://share.ecoprop.com/BEAUTY-WORLD-CENTRE/R065963D,0,no sales,1020,1/4/2022,0,no sales,995,no sales,0,no sales,0,NaT,0,no sales,842,2018,0,no sales,804,2019,0,no sales,833,2020,0,no sales,911,2021,0,no sales,995,2022,0,no sales,0,no sales
BEAUTY WORLD PLAZA,,RCR - [D21],,1572,1/4/2023,0,no sales, ,https://share.ecoprop.com/BEAUTY-WORLD-PLAZA/R065963D,1572,1/4/2023,0,no sales,1572,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1322,2021,0,no sales,0,no sales,0,no sales,1572,2023,0,no sales
BEAVERTON COURT,,CCR - [D10],,0,no sales,1651,1/1/2022, ,https://share.ecoprop.com/BEAVERTON-COURT/R065963D,0,no sales,1651,1/1/2022,0,no sales,1651,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1378,2019,0,no sales,1363,2020,0,no sales,1474,2021,0,no sales,1651,2022,0,no sales,0,no sales
BEDOK RESIDENCES,,OCR - [D16],,1777,1/5/2023,1734,1/3/2023, ,https://share.ecoprop.com/BEDOK-RESIDENCES/R065963D,1803,1/4/2023,1734,1/3/2023,1733,half year,1539,half year,0,NaT,0,NaT,1541,2018,1445,2018,1469,2019,1464,2019,1495,2020,1373,2020,1549,2021,1414,2021,1631,2022,1433,2022,1733,2023,1539,2023
BEDOK SHOPPING COMPLEX,,OCR - [D16],,0,no sales,280,1/10/2021, ,https://share.ecoprop.com/BEDOK-SHOPPING-COMPLEX/R065963D,0,no sales,280,1/10/2021,0,no sales,280,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,280,2021,0,no sales,0,no sales,0,no sales,0,no sales
BELLA CASITA,,RCR - [D15],,1728,1/5/2023,0,no sales, ,https://share.ecoprop.com/BELLA-CASITA/R065963D,1728,1/5/2023,0,no sales,1728,half year,0,no sales,0,NaT,0,no sales,1474,2018,0,no sales,0,no sales,0,no sales,1355,2020,0,no sales,1469,2021,0,no sales,1542,2022,0,no sales,1728,2023,0,no sales
BELLA VISTA,,OCR - [D13],,1356,1/4/2022,1080,1/11/2020, ,https://share.ecoprop.com/BELLA-VISTA/R065963D,1356,1/4/2022,1080,1/11/2020,1356,no sales,1080,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1133,2019,0,no sales,0,no sales,1080,2020,0,no sales,0,no sales,1356,2022,0,no sales,0,no sales,0,no sales
BELLE VUE RESIDENCES,,CCR - [D09],,0,no sales,1656,1/1/2023, ,https://share.ecoprop.com/BELLE-VUE-RESIDENCES/R065963D,0,no sales,2358,1/8/2021,0,no sales,1656,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1913,2019,0,no sales,1787,2020,0,no sales,1958,2021,0,no sales,1950,2022,0,no sales,1656,2023
BELLERIVE,,CCR - [D10],,2192,1/2/2023,2048,1/6/2022, ,https://share.ecoprop.com/BELLERIVE/R065963D,2192,1/2/2023,2048,1/6/2022,2192,half year,2048,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1694,2019,0,no sales,1739,2020,1900,2021,1760,2021,0,no sales,2048,2022,2192,2023,0,no sales
BELLEZZA @ KATONG,,RCR - [D15],,1580,1/4/2023,951,1/11/2018, ,https://share.ecoprop.com/BELLEZZA-KATONG/R065963D,1580,1/4/2023,951,1/11/2018,1580,half year,951,no sales,0,NaT,0,NaT,0,no sales,951,2018,1228,2019,0,no sales,0,no sales,0,no sales,1244,2021,0,no sales,1510,2022,0,no sales,1580,2023,0,no sales
BELMONDO VIEW,,RCR - [D12],,0,no sales,1620,1/9/2022, ,https://share.ecoprop.com/BELMONDO-VIEW/R065963D,0,no sales,1620,1/9/2022,0,no sales,1620,no sales,0,no sales,0,NaT,0,no sales,1051,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1312,2021,0,no sales,1620,2022,0,no sales,0,no sales
BENG TONG MANSION,,RCR - [D15],,2153,1/3/2020,2014,1/3/2022, ,https://share.ecoprop.com/BENG-TONG-MANSION/R065963D,2153,1/3/2020,2014,1/3/2022,2153,no sales,2014,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1835,2019,0,no sales,2153,2020,0,no sales,0,no sales,0,no sales,0,no sales,2014,2022,0,no sales,0,no sales
BERKELEY RESIDENCES,,OCR - [D15],,1701,1/4/2023,1265,1/5/2021, ,https://share.ecoprop.com/BERKELEY-RESIDENCES/R065963D,1701,1/4/2023,1265,1/5/2021,1609,half year,1265,no sales,0,NaT,0,NaT,1450,2018,0,no sales,0,no sales,0,no sales,1441,2020,0,no sales,1562,2021,1265,2021,1560,2022,0,no sales,1609,2023,0,no sales
BEVERLY HILL,,CCR - [D10],,0,no sales,2367,1/7/2022, ,https://share.ecoprop.com/BEVERLY-HILL/R065963D,0,no sales,2462,1/1/2022,0,no sales,2367,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2091,2019,0,no sales,0,no sales,0,no sales,2151,2021,0,no sales,2414,2022,0,no sales,0,no sales
BIJOU,,RCR - [D05],,1876,1/5/2023,0,no sales, ,https://share.ecoprop.com/BIJOU/R065963D,2265,1/11/2022,0,no sales,2012,half year,0,no sales,2008,1/3/2020,0,no sales,0,no sales,0,no sales,2004,2019,0,no sales,2008,2020,0,no sales,2010,2021,0,no sales,2110,2022,0,no sales,2012,2023,0,no sales
BINJAI PARK,,RCR - [D21],,0,no sales,1586,1/1/2023, ,https://share.ecoprop.com/BINJAI-PARK/R065963D,0,no sales,1616,1/4/2022,0,no sales,1586,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1529,2021,0,no sales,1596,2022,0,no sales,1586,2023
BIRCHWOOD MANSIONS,,RCR - [D12],,0,no sales,1231,1/4/2022, ,https://share.ecoprop.com/BIRCHWOOD-MANSIONS/R065963D,0,no sales,1231,1/4/2022,0,no sales,1231,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1211,2022,0,no sales,0,no sales
BIRMINGHAM MANSIONS,,CCR - [D11],,0,no sales,1724,1/4/2023, ,https://share.ecoprop.com/BIRMINGHAM-MANSIONS/R065963D,0,no sales,1830,1/5/2022,0,no sales,1724,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1496,2019,0,no sales,0,no sales,0,no sales,1683,2021,0,no sales,1802,2022,0,no sales,1724,2023
BISHAN 8,,RCR - [D20],,0,no sales,1555,1/1/2023, ,https://share.ecoprop.com/BISHAN-8/R065963D,0,no sales,1555,1/1/2023,0,no sales,1555,half year,0,no sales,0,NaT,0,no sales,1183,2018,0,no sales,1207,2019,0,no sales,1187,2020,0,no sales,1240,2021,0,no sales,1366,2022,0,no sales,1555,2023
BISHOPSGATE RESIDENCES,,CCR - [D10],Nov-12,0,no sales,3641,1/5/2023, ,https://share.ecoprop.com/BISHOPSGATE-RESIDENCES/R065963D,0,no sales,3840,1/6/2021,0,no sales,3641,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,3335,2019,0,no sales,3646,2020,0,no sales,3761,2021,0,no sales,0,no sales,0,no sales,3641,2023
BLEU @ EAST COAST,,OCR - [D16],,0,no sales,1453,1/10/2022, ,https://share.ecoprop.com/BLEU-EAST-COAST/R065963D,0,no sales,1453,1/10/2022,0,no sales,1453,no sales,0,no sales,0,NaT,0,no sales,1078,2018,0,no sales,1186,2019,0,no sales,1233,2020,0,no sales,1313,2021,0,no sales,1267,2022,0,no sales,0,no sales
BLISS LOFT,,RCR - [D12],,1610,1/4/2023,986,1/4/2023, ,https://share.ecoprop.com/BLISS-LOFT/R065963D,1610,1/4/2023,986,1/4/2023,1610,half year,986,half year,0,NaT,0,NaT,1360,2018,0,no sales,0,no sales,786,2019,1323,2020,826,2020,1194,2021,0,no sales,0,no sales,0,no sales,1610,2023,986,2023
BLISS REGALIA,,RCR - [D08],,1301,1/3/2022,1005,1/12/2022, ,https://share.ecoprop.com/BLISS-REGALIA/R065963D,1366,1/11/2021,1005,1/12/2022,1301,no sales,1005,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1326,2021,0,no sales,1254,2022,1005,2022,0,no sales,0,no sales
BLISS RESIDENCES,,OCR - [D14],,1452,1/12/2022,0,no sales, ,https://share.ecoprop.com/BLISS-RESIDENCES/R065963D,1452,1/12/2022,0,no sales,1452,no sales,0,no sales,0,NaT,0,no sales,1316,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1323,2021,0,no sales,1452,2022,0,no sales,0,no sales,0,no sales
BLISS VILLE,,OCR - [D14],,1216,1/4/2022,1246,1/5/2022, ,https://share.ecoprop.com/BLISS-VILLE/R065963D,1216,1/4/2022,1246,1/5/2022,1216,no sales,1246,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1096,2019,0,no sales,0,no sales,0,no sales,910,2021,1216,2022,1246,2022,0,no sales,0,no sales
BLOSSOM MANSIONS,,RCR - [D14],,0,no sales,902,1/3/2020, ,https://share.ecoprop.com/BLOSSOM-MANSIONS/R065963D,0,no sales,948,1/7/2019,0,no sales,902,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,916,2019,0,no sales,902,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
BLOSSOM VIEW,,RCR - [D14],,1093,1/8/2022,1007,1/7/2022, ,https://share.ecoprop.com/BLOSSOM-VIEW/R065963D,1093,1/8/2022,1007,1/7/2022,1093,no sales,1007,no sales,0,NaT,0,NaT,0,no sales,0,no sales,889,2019,0,no sales,919,2020,918,2020,0,no sales,0,no sales,1046,2022,1007,2022,0,no sales,0,no sales
BLOSSOMS BY THE PARK,,RCR - [D05],Dec-27,0,NaT,0,NaT, ,https://share.ecoprop.com/BLOSSOMS-BY-THE-PARK/R065963D,2696,1/4/2023,2634,1/4/2023,2453,half year,2390,half year,2584,1/5/2023,2511,1/5/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2453,2023,2390,2023
BLU CORAL,,OCR - [D15],,1439,1/4/2022,1002,1/5/2022, ,https://share.ecoprop.com/BLU-CORAL/R065963D,1439,1/4/2022,1209,1/4/2021,1439,no sales,1002,no sales,0,NaT,0,NaT,0,no sales,1064,2018,0,no sales,1003,2019,1295,2020,1052,2020,1273,2021,1091,2021,1439,2022,1081,2022,0,no sales,0,no sales
BLUWATERS,,OCR - [D17],,1269,1/8/2022,1053,1/7/2022, ,https://share.ecoprop.com/BLUWATERS/R065963D,1269,1/8/2022,1053,1/7/2022,1269,no sales,1053,no sales,0,NaT,0,NaT,0,no sales,805,2018,928,2019,0,no sales,0,no sales,0,no sales,1014,2021,805,2021,1269,2022,917,2022,0,no sales,0,no sales
BOAT QUAY CONSERVATION AREA,,RCR - [D01],,0,no sales,5695,1/11/2022, ,https://share.ecoprop.com/BOAT-QUAY-CONSERVATION-AREA/R065963D,0,no sales,5695,1/11/2022,0,no sales,5695,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,5695,2022,0,no sales,0,no sales
BOON COURT,,RCR - [D15],,0,no sales,1069,1/4/2023, ,https://share.ecoprop.com/BOON-COURT/R065963D,0,no sales,1069,1/4/2023,0,no sales,1069,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,922,2020,0,no sales,856,2021,0,no sales,0,no sales,0,no sales,1069,2023
BOON TECK APARTMENTS,,RCR - [D12],,0,no sales,1220,1/1/2023, ,https://share.ecoprop.com/BOON-TECK-APARTMENTS/R065963D,0,no sales,1220,1/1/2023,0,no sales,1220,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1131,2021,0,no sales,0,no sales,0,no sales,1220,2023
BOON TECK TOWER,,RCR - [D12],,0,no sales,1207,1/2/2023, ,https://share.ecoprop.com/BOON-TECK-TOWER/R065963D,0,no sales,1207,1/2/2023,0,no sales,1207,half year,0,no sales,0,NaT,0,no sales,1092,2018,0,no sales,1086,2019,0,no sales,1046,2020,0,no sales,1122,2021,0,no sales,0,no sales,0,no sales,1207,2023
BOONVIEW,,RCR - [D20],,1610,1/5/2023,1618,1/1/2022, ,https://share.ecoprop.com/BOONVIEW/R065963D,1654,1/9/2022,1618,1/1/2022,1610,half year,1618,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1355,2019,1252,2019,0,no sales,1355,2020,1462,2021,1482,2021,1654,2022,1618,2022,1610,2023,0,no sales
BOTANIC GARDENS MANSION,,CCR - [D10],,0,no sales,1869,1/3/2023, ,https://share.ecoprop.com/BOTANIC-GARDENS-MANSION/R065963D,0,no sales,2166,1/8/2022,0,no sales,1960,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1820,2019,0,no sales,1795,2020,0,no sales,2154,2021,0,no sales,2084,2022,0,no sales,1960,2023
BOTANIC GARDENS VIEW,,CCR - [D10],,0,no sales,2922,1/4/2023, ,https://share.ecoprop.com/BOTANIC-GARDENS-VIEW/R065963D,0,no sales,2922,1/4/2023,0,no sales,2922,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2173,2019,0,no sales,2128,2020,0,no sales,2316,2021,0,no sales,2186,2022,0,no sales,2922,2023
